,titles,ratings,reviews,dates,replies,reply_dates
1559,Je met une étoile car 0 n'est pas…,1,"Je met une étoile car 0 n'est pas possible. 
J'ai commandé un jeu pendant le black friday le 25/11. Je devais le recevoir le 27/11. Nous sommes le 08/12 et je n'ai toujours rien. C'est marqué livré sur le site. J'ai donc été au Leclerc près de chez moi et là rien. J'ai téléphoné plusieurs fois. Dur dur pour répondre. J'ai eu quelqu'un qui m'a dit que si c'était bien livré. J'ai été une deuxième fois rien. En rappelant on me dit ce n'est pas normal qui faut revoir et que le Leclerc près de chez moi les appellent. Une femme me dit que mon colis est en effet en livraison. Donc déjà pas clair. Pis je reçois un mail en me disant que mon jeu de xbox one est en attente d'approvisionnement. Hier je reçois un autre mail pour me dire qu'il est bien arrivé depuis le 1 décembre. Une arnaque comme je n'ai jamais vu. Je vais envoyé une lettre avec toutes les preuves par courrier. Je veux un remboursement. Je ne sais même pas si j'aurais un jour le jeu de leur part. Par contre deux jours après avoir commandé ils m'ont retirés l'argent. Alors stop avec la pub à la TV. Et remboursés les clients.",2018-12-08T17:30:27.000Z,,
1560,Première et dernière fois pour une precommande,1,"Première et dernière fois que je précommande un jeu chez eux, tu le commande un mois à l’avance et à la sortie du jeu (vendredi 07), j’ai toujours rien. Alors oui on a un suivi c’est plutôt rassurant avec tous les avis négatifs, mais à quoi ça sert donc de le précommander ? J’aurais perdu moins de temps à prendre ma voiture et à aller le chercher en magasin. Et je cherche même pas à me faire rembourser vu que ça va être embrouille sur embrouille. Donc un peu déçue de leur service precommande, ça revient plus vite à l’acheter ailleurs",2018-12-08T13:34:31.000Z,,
1561,Lamentable et à fuir !,1,"Qu'il est dommage de ne pas pouvoir mettre 0 étoile ! La *nullité* de l'équipe derrière ce site est confondante, elle fait honte à tout le secteur (même un site concurrent dont le nom commence par Cdis*** fait largement mieux !) . J'ai passé commande le 21 novembre 2018 d'un jeu de construction en briques danois pourtant indiqué comme étant en stock, l'argent a été débité le lendemain et au 8 décembre 2018, la commande est toujours au statut « en cours de préparation ». D'après le service client, très difficile à joindre et avec des horaires étroits et mal adaptés, le produit est « en cours de réapprovisionnement »... alors qu'il était en stock ? Réponse, insensée et inadmissible : les quantités disponibles ne sont pas actualisée en temps réel sur le site ! Ils vivent encore à la préhistoire, chez Leclerc ! En tout cas, cette première expérience est tellement désastreuse que ce sera la dernière, et que je vais même aller jusqu'à boycotter les magasins physiques. C'est vraiment une honte, et Michel-Édouard Leclerc, au lieu de se pavaner sur les plateaux TV, ferait mieux d'œuvrer pour que son groupe réussisse à faire bien ce qu'il tente de faire, avant d'essayer de développer de nouvelles activités !",2018-12-08T12:58:00.000Z,,
1562,Parfait !,5,"Ma commande s'est parfaitement déroulé. J'ai acheté un pack Starlink Switch et un pack d'armes supplémentaires à un prix très compétitif. 
Produits bien emballés, envoyés gratuitement et rapidement dans un magasin Leclerc. Reçu sous 5 jours.
En regardant la multitude d'avis négatifs, je craignais la catastrophe, mais non pas du tout.
Nul doute que tous ces clients aient eu une expérience malheureuse, pour autant il est également important de féliciter un service lorsque celui-ci répond correctement à ses engagements.
Je précise que je n'ai pas eu affaire au service client.",2018-12-08T09:58:12.000Z,,
1563,Aucune réponse du service client,1,"Aucune réponse du service client . 

Précommande reçus en retard. 


Leclerc est une enseigne qui ne devrait pas être autorisé dans le cadre du e- commerce , elle ne tiens pas ses promesses  et n'applique pas les règles communément admise sur les précommande. 

Un conseils : a fuir ,n'importe lequel de ses concurrents sera plus efficaces !!!",2018-12-07T16:45:58.000Z,,
1564,Urgent à Éviter,1,"J’ai fait une grande erreur de passer une commande d’une télé Sur ce site, reçu  avec un défaut sur l’ecran 
Le pire vendeur e-commerce en France  
Service client et SAV  Injoignablle reclamation par mail sans réponse,Un système défaillant
service après vente catastrophique
C’est ma première et ma derniers",2018-12-07T09:34:17.000Z,,
1565,Malheureusement je ne peux pas mettre 0,1,"Malheureusement je ne peux pas mettre 0!!!!!!Commande passer 27.11.18 ,argent débite le lendemain(293€)me voila le 06.12.18 sans argent et sans ma commande !!!Statut « en cours de préparation »depuis 9 jour ,je pense q’ul N’on Pas le produit et me font attendre pour rien !!!!Je demande le remboursement et on me dit de patienter chaque fois 48h!!!!!Inadmissible,inacceptable !!!!!!la honte !!!!!plus jamais je commande chez Leclerc !!!!c’etait un Cadeau de Noël",2018-12-07T09:14:51.000Z,,
1566,Injoignable,1,"Injoignable, raccroche au nez constamment, ça ne donne pas envie d'aller chez Leclerc malgré les prix attractif et la qualité des produits....",2018-12-06T12:28:29.000Z,,
1567,Livre commandé pas reçut.très mécontent,1,"J ai passer une commande pour un livre le 26 novembre 2018 pour être livré au Leclerc de chatellerault, le samedi 1 er décembre je reçoit un mail du transporteur comme quoi le livre a été livré,mon mari monte à Leclerc et nous dises qu' il  ne l on pas reçut et qu'il faut attendre leurs mail de réception,nous sommes le 6 décembre et toujours pas de mail ,donc je décide de y aller  mais arrivé la bas ,il me dise si il ne l on pas encore réceptionné, et qu' il faut appeler le numéro du site culture Leclerc mais eux me dise que pour eux il a était livré et que quelqu'un a signe pour réceptionner le colis, je ne sais pas comment il gère leur reception mais soit doit être un bordel pas possible pour ne pas retouve un livre livré 5 jours avant,et ce qui est marrant c est que je reçoit des mails pour évaluer ma livraison amis que je n ai toujours pas le livre,très déçu pour un grand magasin comme celui la.je ne recommanderai plus ici .et en plus il ont déjà retirer l argent 2 jours après avoir fait ma commande se sont des arnaqueurs.",2018-12-06T10:56:43.000Z,,
1568,ARNAQUEUR,1,"J'ai passé une commande sur le site le 23 novembre. Prélevé quelques jours après des 199e pour la commande de la xbox one.
Je reçois un mail le 28 novembre m'indiquant que le colis est pris en charge par le transporteur mais rien n a été livré et nous sommes déjà le 5 décembre. 
Sur mon compte culture leclerc ça m'indique que le colis est livré mais au magasin leclerc ou j avais demandé l'envoi ils n'ont rien reçu j'y suis allé lundi soir et j ai appelé à 18h ce jour mais ils n'ont rien.
J'ai envoyé 3 mails sur le site pas de réponses 15 appels en 3 jours mais standard saturé ou ça raccroche.

Je ne sais plus comment faire pour me faire rembourser les 199e.... et c'était un cadeau pour noël.... Je fais comment....
Je viens d'envoyer un mail à la répression des fraudes !!!!!!!!!!!
Leclerc plus jamais, à bannir ce sont des escrocs!!!!!!!!!!
Fuyez ce site de M****",2018-12-05T22:11:23.000Z,,
1569,"Arnaque, incompétence et foutage de tête !!!",1,"Voilà les seuls mots que nous avons pour les magasins Leclerc ce soir !
Nous voulions profiter des promotions proposées lors du Black Friday pour offrir une console PS4 à notre fils pour la Saint Nicolas, la grande fête des enfants en Belgique, (l’équivalent de Noel pour les  petits français). 
Nous passons donc commande le 26 novembre d’un pack PS4 1TO NOIRE + MARVEL'S SPIDER-MAN PS4 + une manette de Playstation 4, le tout pour 299 euros.
Une offre tellement alléchante que le nombre de commande a visiblement explosé… 
Le site E.Leclerc est incapable d’assumer ses ventes et se permet d’annuler les commandes des clients. Dixit le mail reçu ce matin « « Nous n'avons malheureusement pas été livré du nombre de console que nous attendions par notre fournisseur et nous ne sommes pas en mesure de vous faire parvenir votre commande. » Et donc par la faute de l’incompétence du site E.Leclerc, nous nous retrouvons sans cadeau pour notre fils.
Comment est-il possible de laisser les clients passer des commandes que Leclerc ne validera pas ?
Est-ce légal de ne pas prévoir suffisamment de stock pour honorer les commandes ?
Qui doit tenter de trouver une solution en catastrophe pour le plaisir des enfants ??
Ils se contentent d’envoyer un simple message impersonnel en concluant par un « démerdez-vous maintenant !! »
Nous n’avons que faire de leur  incompétence…
Le paiement a été effectué immédiatement, mais concernant le remboursement ???

Nous avons tout perdu dans cette histoire. Non seulement, nous n’avons pas la console, à 2 jours de la grande Fête, mais en plus nous avons raté les autres belles promotions qui étaient alors disponibles sur les sites concurrents…

Une chose est certaine, nous ne ferons pas de pub pour ce site de vente en ligne !!!",2018-12-05T21:57:33.000Z,,
1570,Un site d'arnaque  maison et loisirs leclerc,1,"Un site d'arnaque en fait. Commandé un bbq et de suite annule la commande par mail car le téléphone ne répond jamais. Pas de réponse par mail non plus , 7 mails envoyés, plus d'une dizaine de coups de fil sans réponse.
Ai refusé le colis , renvoyé,jattends.
Contacté dgcrf, que je dois informer de la suite.
Ne surtout pas commander a leclerc maison et loisirs.",2018-12-05T17:43:46.000Z,,
1571,"Honteux, aucun moyen d'annuler une commande",1,"Hier soir je pré-commande un jeu video qui sera expédié à sa sortie officielle le 7. Deux heures plus tard je veux annuler ma commande car le jeu est déjà livré avec la console, je retourne sur le site et 1ère surprise : pas de bouton annuler, il faut appeler le service client. Ce matin, après 25 coups de fil où l'automate me raccroche au nez direct, je finis par avoir quelqu'un et 2ème surprise : impossible de procéder à l'annulation car le statut de ma commande est ""en cours de préparation"", forcément puisque la gestion des commandes - contrairement aux annulations - est automatique donc le statut a basculé au milieu de la nuit. J'indique que la préparation ne doit pas être bien avancée vu que l'expédition n'a pas lieu avant 2j, on me répond qu'avec ce statut en informatique il est impossible de faire quoi que ce soit, que je devrai juste attendre de recevoir le jeu et me rétracter. Donc payer les frais de retour ? Réponse : ""Ben oui"". Une expérience qui m'a ouvert les yeux : la prochaine fois je commanderai chez cdiscount ou amazon, merci M. Leclerc, leçon comprise et apprise !",2018-12-05T12:20:18.000Z,,
1572,COMMANDE NON HONORE MAIS DEBITE ET AUCUNE REPONSE,1,"Bonjour,
J'ai fait une commende le 24 novembre, débité dans la foulée et ils ne peuvent pas l'honorer. Je n'arrive pas à avoir de contact, ils ne répondent pas au mail, au téléphone non plus (soit les lignes sont occupées soit rien..sauf que le compteur du tel tourne!!!). Des VOLEURS.
Je contacte ce jour la DGCCRF.",2018-12-05T09:01:28.000Z,,
1573,Service nul,1,"Service nul 
J'ai fais une commande depuis le 23 novembre 2018 sur le site espace culturel de  leclerc, livraison soi disant sous  7 jours, nous sommes aujourd'hui le 4 décembre 2018 et j'ai toujours pas reçu ma commande ni même reçu un message d'excuse ou de quoi que ce soit ; j'ai contacté par mail aucune réponse , j'ai téléphoné à peine la tonalité et c'est déjà raccroché, je retélephone et là à peine  3 tonalités, un répondeur dit que toutes les lignes sont occupés, j'ai refait 5 ou 6 fois en l'espace de  4 heures, toujours la même chose. J'ai envie d'annuler la commande mais ils m'ont déjà prélevé  à la banque et en plus il n'y a pas moyen de cliquer sur le bouton annuler la commande; ils m'ont bien au piège. Ma question est  : si j'attends encore quelques jours et que je ne reçois toujours pas ma commande, là je vais directement voir le service des fraudes, j'aimerai bien voir comment l'espace culturel de leclerc va réagir ?",2018-12-04T11:29:53.000Z,,
1574,Ne commander jamais sur ce site,1,Ne jamais commander sur ce site il dise une date de livraison et une semaine après toujours rien mais pas contre pour débiter l’argent un jour après la commande pas de soucis quant on les appel ils disent qu’il ne peuvent  pas annuler et nous rembourser. Se sont des incapables il nous donne une adresse mail ou personne ne répond jamais. Inadmissible. Si il y avait 0 étoile c’est ce que je mettrai.,2018-12-03T17:45:27.000Z,,
1575,Impossible de payer mes achats sur le site Espace culturel !!!,1,"Première expérience sur le site Espace culturel ""avortée"" !! Il y a trois jours,  je trouve un coffret dvd 15.00 euros moins cher que dans leur magasin ""physique"", donc je compte en profiter, d'autant plus que je peux le faire livrer gratuitement en magasin près de chez moi. Or, impossible de payer ! Alors que tout est nickel au niveau de ma banque et de ma carte, ma Mastercard est systématiquement refusée ! Même mon conseiller bancaire ne trouve pas d'explication !! J'appelle le numéro figurant sur le site, et on me dit que le problème est connu mais réglé. Pourtant, toujours impossible de payer mon achat !!! Je vois les autres avis, et me demande si en fait le but ne serait pas de privilégier les achats en magasin, forcément au prix le plus élevé !! Quitte à payer plus cher, je pense aller chez un concurrent, car stock ridicule en magasin classique, et impossible de payer par le site !!!",2018-12-02T14:03:11.000Z,,
1576,Le pire vendeur e-commerce français,1,"Le pire vendeur e-commerce français. Leclerc n’honore pas les commandes validées et un service consommateurs aux abonnés absents.
Je n’ai pas testé le service après vente car je ne risque pas de refaire une commande chez eux. Consommateur potentiel passe ton chemin.",2018-12-01T09:18:50.000Z,,
1577,1ere et derniere commande,1,"bonjour
1 jeu en précommande qui sort le 7 /12
2eme jeu sorti déjà  ce jeu est en préparation
après quelque heure a essayer de les contacter  je demande pourquoi le le 2 eme jeu depuis de 2 jour il est en préparation  et la une réponse surprenante livraison compris 4 a7 jour ouvrer la je tombe sur le cu... pour un délais si long on est le 30 le jeu 1 sort le 7 je lui demande je reçois les 2 en mème tempe et la pas dit qui me répond 1 et l autre après au lieu de essayer de vendre de la parapharmacie acheter 150 paquet de  cacahuète et lancer les dans les entrepôt comme dans les zoo pas sur que avez assez de paquet vue les délais de livraison pas grand monde doit travailler chez vous bande de singe ignare 
 encore des bon a rien pour les délais pour les délais de livraison un fois qu ils ont été payer ils ont pas pressez pour envoyer la marchandise
le 10/12/2018 r,fin quelqu’un au téléphone j ai ete direct je etre rembourser la on me repond vous l avez recu oui spyro pas subnautica qui sort 07/12/2018 et a oui on a du retard je lui cpmment sa ce fait que micr et le magasin chez l on eu ??? elle me répond je ces pas bon on vous rembourse  enfin ces fini",2018-12-10T15:33:05.000Z,,
1578,Ne surtout pas commander sur leur site…,1,Ne surtout pas commander sur leur site internet. Acheté une tablette au black Friday commande annulé 6 jours après car le produit ne serais plus en Stock. Mais quand on regarde sur le site le produit est encore disponible. C'est du foutage de gue*le. 6 jour d'attente pour qu'au final ils annulent la commande. J'ai envoyé plusieurs mails pour savoir où en est ma commande et aucune réponse de leur part. Le pire site de E commerce. A fuir !!!,2018-11-29T21:36:06.000Z,,
1579,A fuir,1,"A fuir 
J'a commandé un jeu sur culturel leclerc (car il était pas dispo en magasin) le 23/11 il n'est toujours pas envoyé ! Ils me parlent de rupture de stock, puis après me disent que c'est un retard à cause du black friday. A la base c'était 48H de délais on en est déjà à plus de 72h !!!
Bref allez chez Amazon ou Cdiscount",2018-11-29T13:45:57.000Z,,
1580,A fuir...,1,"A fuir...
commande effectuée le 24.11.2018 = 299 € !!!
Toujours en attente, impossible d'annuler, ne réponde ni au téléphone ni aux mails, c'était la 1ère fois que je commandais chez Leclerc et la dernière

VIVE AMAZON",2018-11-29T11:59:50.000Z,,
1581,Offre proposée pour le black friday,1,"Offre proposée pour le black friday, ils sont dans l'incapacité de livrer en temps indiqué, quand on les appel pas d'excuse. Par contre, pour débiter ... la il n'y a aucun retard. A voir, si on finit par me donner des informations crédibles.",2018-11-28T11:29:21.000Z,,
1582,suite de mes aventures avec le service…,1,"suite de mes aventures avec le service internet Leclerc .J'ai enfin reçu l'ordinateur mais un modèle de 2017 alors que sur le descriptif c'était un récent 2018. donc 13 mises à jour à faire plus l'installation de Mac OS Mojave .internet étant à la rame chez moi ,le tout a pris 48 h.je dois préciser que le modèle était plus cher que sur d'autre sites .Voila l'arnaque.Réclamation faite toujours pas de réponse.Injoignable par téléphone .Fuyez ce site.",2018-11-28T09:32:39.000Z,,
1583,ARNAQUE,1,"Bonjour, j ai acheter DEUX CD  en ligne a l espace culturel Leclerc ils ont encaisser l argent et ne m en jamais envoyé les CD,
 je leurs ai envoyé plusieurs mails ILS NE RÉPONDENT JAMAIS 
JE TÉLÉPHONE SOIT IL NE RÉPONDE PAS
 SOIT IL ME METTE EN ATTENTE ET RACCROCHE 
CETTE BOITE EST UNE ARNAQUE
Moi je n en reste pas la je vais allez voir un avocat de toute façon ils sont dans leurs tord encaisser des articles et ne pas les envoyé s'appel du vol,  et 
ne pas donner d explication, ne pas répondre aux mails, ne pas répondre au téléphone, j en déduit qu ils ont l habitude de ces pratiques",2018-11-28T08:25:45.000Z,,
1584,J'ai participé avec les gilets jaunes à…,1,"J'ai participé avec les gilets jaunes à un semi blocage d'une des entrées du magasin Leclerc.Une fois sur place j’entends parler d'un huissier de justice qui aurait été 
déféré après amendement du préfet pour mettre 1000E d'amende par heure de blocage !!!
Après 1h30 sur place,je décide de partir et là,je me retrouve avec 4 filles de chez Leclerc qui me suivent dans le parking afin de pouvoir prendre ma plaque d’immatriculation .
Voila il faut quand même que tout ça se sache par ce que je trouve ça très grave pour une démocratie d'en arriver là.",2018-11-25T18:35:17.000Z,,
1585,E-Leclerc Ma cave : faut pas être pressé !,1,"Bonjour
Pour la première fois cette année, j'ai décidé d'acheter du vin lors de la foire au vin Leclerc. J'ai commandé sur le site ad hoc presque 200€ de vin le 10 septembre 2018; je suis avisé le 18 octobre de l'indisponibilité de trois des produits commandés; on me propose un remboursement partiel ou total, j'accepte le remboursement partiel et patiente pour recevoir le reliquat de commande. Deux mois et demi plus tard, le service client m'a contacté (deux jours d'affilée, même discussion, avec la même interlocutrice !) et promis une solution rapide à mon mécontentement, ainsi qu'une compensation en chèque-cadeau. Cette proposition me convient, mais une semaine plus tard, aucun signe de vie. C'est tout bonnement scandaleux, je ne ferai plus appel à ce site et le déconseille fortement.
NB: impossible de les joindre par téléphone, bien évidemment (toujours occupé).
Edit : remboursement effectué sans aucun autre contact. Résultat des courses : j'ai loupé la foire aux vins cette année. Merci Leclerc.",2018-12-05T22:06:11.000Z,,
1586,jeu pré-commandé  pour  l'avoir le jour…,1,"jeu pré-commandé  pour  l'avoir le jour j et en retrait en magasin. 2 jours après la sortie nationale et en rayon , commande expédié et retrait possible en magasin sur le site culturel . Je vais à Leclerc et toujours rien reçu. Aucune coordination entre la plate forme et les distributeurs mais l'argent est bien débité de mon compte. Première et dernière commande chez eux . Honteux pour cette enseigne qui promet mont et merveille. A fuir",2018-11-21T10:07:28.000Z,,
1587,Le pire site que j'ai jamais vu de…,1,"Le pire site que j'ai jamais vu de toute ma vie. Injoignable, personne ne vous réponds suite à une dizaine de mails plus un courrier. On doit toujours me créditer 5 euros sur ma carte Leclerc suite a une précommande et au bout de 2 mois toujours pas fait je désespère.......Honteux. des incapables en puissance.",2018-11-19T21:18:59.000Z,,
1588,Magasin Leclerc de Saint Priest dans le…,1,"Magasin Leclerc de Saint Priest dans le Rhône. Propose de collectionner des pointes pour obtenir des articles à prix réduite( Nutifrech) .
Evidemment cela prend du temps pour réunir les points nécessaires.
Arrivé au terme du temps alloué pour la distribution des points, il reste un délai pour retirer les articles. Mais lorsque vous voulez prendre vos articles, et bien il n'y en a plus. Réclamation faite au bureau on vous apprend qu'il est impossible de les recommander.
J'appelle cela du vol : on vous appâte avec des promotions mais lorsque vous voulez en profiter il n'y a plus rien.
Magasin pourris ou l'on se moque du client",2018-11-19T15:08:29.000Z,,
1589,De l'attente à n'en plus finir au Leclerc Migennes,1,"De l'attente à n'en plus finir le lundi 19 Nov 2018 au Leclerc Migennes, à 12h30. 20MN d'attente, avec seulement 4 caisses ouvertes. Pas terrible comme expérience client !!!",2018-11-19T12:19:00.000Z,,
1590,Fuir les billetterie Leclerc.. Clichy 92 en tête de la liste..,1,"Le serve ce billetterie leclerc est à fuir..si vous désirez assister à un concert dont les places ont été payées et commandés sur leur site.
L'employée de la billetterie du leclerc CLICHY 92 est particulièrement incompétente et hors de propos. Impossible de retirer des places chez eux car leur imprimante ne fonctionne pas, pas d'informations sur ce sujet sur leur site afin de prévenir le consommateur.. Personne ne trouve de solutions à votre problème, sauf de se voir entendre dire : 
""allez dans une autre billetterie Leclerc, partez plus tôt de votre travail pour courir tout Paris, Vous êtes adulte expliquez au théâtre et sans billets, vous pouvez assister au concert.."" et bien non, pas de billets, pas de concert !!
Après 10 coups de fils, de mon lieu de travail, pour joindre le service billetterie et réclamation,  un dossier est monté concernant mon problème.
Je n'ai jamais aucune nouvelles du magasin de Clichy et j'ai perdu 3 bonnes heures en coup de fil.. le service réclamation me rétorque ensuite que j'aurai du cocher la case afin de les recevoir par mail, sauf que cette option ne m'a jamais été proposé.. 
j'ai été obligé d appeler des amis, afin qu'il se rendent dans une billetterie de province, mais sans photo de la CB qui a servit à payer et votre CI, vous n'avez rien !! le numéro de commande et justification de paiement ne servent donc à rien.
Leclerc ne s'entiche pas de vous trouver une quelconque solution, aucun sens du service. C'est à vous de vous débrouillez et perdre un précieux temps. une seule solution : Commandez plutôt à la Fnac, eux c'est des vrais pros !!",2018-11-19T11:05:10.000Z,,
1591,Pire service client possible,1,"Pire service client possible, où totalement inexistant.. dommage de ne pas pouvoir mettre 0 étoile.",2018-11-18T04:06:58.000Z,,
1592,Hotline injoignable,1,"Hotline injoignable 
Par mail ils ne répondent pas non plus ou alors à côté .... 
3 semaine que j’attends red dead 2 livré en un jour ouvré normalement !!!!!!
Je bataille depuis une semaine pour essayer de les joindre pour me faire rembourser sans succès ...",2018-11-16T14:20:37.000Z,,
1593,Pas professionel,1,"J'ai commandé un cd le 30 septembre, j'aurais du être livré le 6 et n'ayant toujours pas de nouvelles le 14 novembre je décide de leur envoyer un mail. Leur réponse reste très vague et aucune excuse, pas très professionnel",2018-11-15T22:39:11.000Z,,
1594,Leclerc espace culturel! L'incompétence pur,1,"Service inadmissible est incompétence du service de livraison ciblex ! J'achète un jeux en pré-commande sur le site leclerc espace culturel pour être sûr de l'avoir le jour de la sorti comme ça ce fait partout ! Le jeux est disponible en rayon chez eux mais impossible de retirer le jeux car je dois le recevoir en colis par un transporteur et non en retrait classique auprès du magasin leclerc ! Au final le jeux n'est toujours pas arrivée ! Quelle organisation ! Arrêter les pré-commande si c'est pour faire un service comme celui là ! 

Pour faire suite, refus de remboursement de leclerc après un contact téléphonique, il repoussé le délai de 48h pour enquête des service logistique... Sous prétexte que la commande est en cours de livraison ! Je pense qu'il non pas compris le service qu'il vendent... Pré-commande ! Pour ma part 1er achat chez eux et ce sera bien le dernier, j'ai Contacter la DGCCRF pour en savoir un peu plus sur ces pratique abusive.",2018-11-16T08:44:02.000Z,,
1595,5 eme demande de remboursement et…,1,"5 eme demande de remboursement et toujours pas réponse. Le cauchemar continue.
Toujours impossible de les joindre par tel.
Aucun réponse à mes email.",2018-11-15T09:26:51.000Z,,
1596,A FUIR ABSOLUMENT!!,1,"aucune étoile - zéro pointé!! scandaleux!!
Une commande de livres faite début septembre.
Fin septembre toujours rien. 10 appels sans résultat (personne ne décroche et le compteur tourne), 8 mails (pas de réponse).
Nous sommes en novembre et bien devinez quoi???....toujours rien en vue!
Au final, médiateur + DGCCRF car il semblerait que ce soit des escrocs.
Je vous invite à faire de même!!
La DGCCRF est connue pour ne rien laisser passer, et là c'est le pompon!!",2018-11-14T19:15:16.000Z,,
1597,Mare de vos pub de vous plaindre que…,1,"Mare de vos pub de vous plaindre que vous avez pas le droit de vendre des test diabète ect... 
vous avez pas assez d'argent vous avez pas pas tuer assez de petit commerce ?
Laisser la pharmacie au pharmacien bordel 
Deja vous entre frere vous vous fête la la guerre entre rôk'eclerc et Leclerc à Qui fera plonger l'autre entre frere la honte à vous",2018-11-12T19:10:39.000Z,,
1598,3 eme fois qu'on commande 3 eme retard…,1,"3 eme fois qu'on commande 3 eme retard de plus d'une heure ! mais cette fois c'est le pompon 2h30 de retard , livreur injoignable par le service client, une fois sur place le livreur nous demande de descendre chercher nos courses !!!! surgelés tous décongelés , Leclerc service le plus bas !!!!",2018-11-10T09:51:41.000Z,,
1599,A fuir maison et loisir leclerc cde…,1,A fuir maison et loisir leclerc cde passer en septembre toujours pas livrer un téléphone fixe informatique qui recherche et vous raccroche au nez aucun mail humain que informatique quand on décroché enfin une employée qui ne comprend pas le français et vous dit je transfert à qui ???? 😈 et faute de vous livrer on envoie un mail vous serez rembourser dans dix jour ce qui veux dire que depuis septembre à novembre on a encaissé l argent on travaille  avec mais on ne vous rembourse pas les intérêts fuyez brave gens ce site est une arnaque à éviter absolument,2018-11-09T21:32:19.000Z,,
1600,Avis négatif,1,"Je souhaite juste faire de la mauvaise publicité à leclerc. Incapable de réponse aux précommandes. Incapable de répondre au moindre mail ou coup de téléphone. Mutisme et c'est tout. Promets 5e sur la carte leclerc et ... rien. Bref, aucun avancement. Décourageant. 
Si c'est pour gagner 2€, il vaut mieux commander chez CDiscount... Le service de Leclerc Culture est tout simplement MAUVAIS;",2018-11-08T08:32:39.000Z,,
1601,Comnande disque annulée,1,"Bjr
Commande disque vinyle johnny annulée 
J'a commandé en ligne ce disque et payé ce jour un mail me dit que ma commande est annulée et remboursée
Vous etes des escros,vous les gardez pour les revendre plus cher ! c'es scandaleux ,
C'est terminé pour moi TOUT CE QUI SERA ACHAT LECLERC en general magasin ou autre, allez vendre des cacahuetes ca vous va bien",2018-11-07T17:23:51.000Z,,
1602,Précommande d'un jeux vidéo AAA,1,"Précommande d'un jeux vidéo AAA, grosse sortie et toujours rien reçu si ce n'est un email le jour de la sortie disant qu'ils n'ont pas été livré.
Malheureusement pour moi, ce produit fait partie d'une commande contenant d'autres produits (eux même reçus) et ne peut être annulé.
Comme sur les autres commentaires, pas de réponses aux multiples appels, emails, etc.
SAV inexistants donc, déplorable pour Leclerc => 1ère et dernière commande chez eux et je suis bon pour aller en magasin exprimer mon mécontentement et me faire rembourser la partie manquante de ma commande...
Site à éviter donc",2018-11-07T10:19:06.000Z,,
1603,Pré-commande d'un jeu vidéo qui n'est…,1,Pré-commande d'un jeu vidéo qui n'est jamais arrivé et qui a été annulée. Honteux. Aucun geste commercial. Je n'ai jamais vu un service aussi déplorable.,2018-11-05T15:39:26.000Z,,
1604,"Parapharmacie, et assistance niveau zéro",1,"Ayant fait une commande Parapharmacie LECLERC le 24/10/32018 avec livraison sous 24/48 heures à ce jour 5/11/2018 je suis toujours en attente de la livraison MALGRE de nombreux messages internet avec réponse sans intérêt, puis ce jour 2 appels téléphoniques à ""l'assistance"".
Cette ""assistance"" ne peut rien faire que voir la ""logistique"".
Pas d'annulation de commande ou de remboursement et encore moins de nouvelle livraison en envoi rapide.
LECLERC n'est vraiment pas au top !!!!!!!!",2018-11-05T13:56:13.000Z,,
1605,incompétence.,1,"Comme beaucoup,précommande de red dead redemption et à ce jour,toujours rien reçu ! je ne peux pas annuler ma commande car elle est soit disant expédiée depuis le 29 octobre OR depuis ce jour je n'ai que des ""colis acheminée en retard"" et nous sommes le 5 novembre.
Aucunes réponses à mes mails ou sur les réseaux sociaux.
Je commence à perdre patience et je ne peux rien faire.
En un mot : INCOMPETENCE.
(Ah et je voulais mettre 0 étoile bien entendu)",2018-11-04T23:49:29.000Z,,
1606,Arnaqueurs du siècle,1,"Arnaqueurs du siècle. J'ai commandé des bouteilles de vin début septembre, et là ça fait plus de 2 mois, je n'ai rien reçu. en plus impossible de contacter le service client. J'ai appelé au moins 20 fois le service client, il y a jamais personne qui répond. Après j'ai envoyé plusieurs mails, 3 semaines après j'ai eu la réponse qu'ils font pas de remboursement. Donc impossible de revoir la couleur de mon argent.",2018-11-04T13:17:20.000Z,,
1607,Rayon poissonnerie,1,"Rayon poissonnerie : C'est la deuxième fois que je me sert ici. Remplace le prix d'un poisson par un poisson plus cher. Heureusement que j'ai regardé l'étiquette sur le paquet. Il a fallu que j'attende que le poissonnier finisse avec un client, pour pouvoir avoir le bon tarif sur achat.",2018-11-04T13:04:46.000Z,,
1608,Arnaque précommande,1,"Comme beaucoup, j'ai précommandé Red dead redemption 2 le 1er octobre (soit 26 jours avant sa sortie).
Ils ont été incapable d'honorer cette commande et remboursent, mais entre temps ils ont encaissé mon argent (et celui de tous les gens qui ont précommandé) et touché les intérêts de ces sommes.

Que ce soit clair, ce site est une ARNAQUE, n'y allez pas.",2018-11-01T12:06:21.000Z,,
